Résumé,Clé de ticket,Lien de ticket sortant (Duplicate)
"Possibilité de faire un budget qui s'étend sur deux années consécutives",OD-762,OBCS-594
"Ajouter les relances clients dans gestion des prospects",OD-761,OBCS-593
"Faire apparaitre BRS dans Impôts et Taxes correspondant (Impôts et Taxes -> Identification des impôts et taxes)",OD-760,OBCS-592
"Les journaux de trésorerie doivent être la source de ""Dépenses"" sur le dashboard Accueil.",OD-757,OBCS-438
"Revue du Dashboard de la page d'accueil d'OBC",OD-756,
"Mise en place des alertes dans OBC",OD-755,
"Etat financier V1_Modèle Freemium OBC États Financiers (Donner la possibilité d'importer ses journaux et sa balance pour générer les états financiers après retraitements comptables : check des soldes, reclassification...)",OD-754,
"Revoir le calcul des charges constatés d'avance dans le dashboard",OD-753,OBCS-591
"Validation multiple bordereau de sortie",OD-752,
"Donner la possibilité de modifier les demandes de caisse par le validateur si nécessaire avant la validation",OD-751,OBCS-590
"Finalisation RH V1 - Gestion des prêts pour la CIV",OD-749,
"V2 : Lier les factures clients aux sorties de stocks, stock disponible à faire apparaitre",OD-748,OBCS-588
"Intégration du mode de paiement à l'exécution d'un paiement",OD-747,OBCS-587
"Stabilisation CRM - Paramétrage BTP",OD-744,
"Stabilisation CRM - Activités commerciales",OD-743,
"Stabilisation CRM - Pilotage commercial",OD-742,
"Stabilisation CRM - Clients",OD-741,
"Stabilisation CRM - Offres BTP",OD-740,
"Stabilisation CRM - Offres",OD-739,
"Stabilisation CRM - Paramétrage",OD-738,
"Afficher le taux de la prime d'ancienneté sur le bulletin",OD-735,OBCS-586
"Le montant par m2 n’est pas multiplié avec la dimension dans le tableau programme offre BTP manuel",OD-732,OBCS-421
"Les filtres sur les prix de l'offre ne fonctionnent pas",OD-731,OBCS-420
"La liste déroulante type de construction est vide au niveau de programme offre BTP",OD-730,OBCS-419
"Revoir les couleurs du tableau de programme immobilier dans suivi programme offre BTP",OD-729,OBCS-418
"Le bouton “Nouvelle offre BTP” ne fonctionne pas lorsqu’un filtre est appliqué.",OD-728,OBCS-417
"Les nouvelles offres BTP avec les erreurs s’enregistrent quand même : Faire agir le roll back en amont",OD-727,OBCS-416
"La suppression d’une ligne d’un fichier importé désactive les boutons de suppression des autres lignes lors de l’enregistrement ou de l'édition d’une offre BTP.",OD-726,OBCS-415
"L’enregistrement de fichiers dans offres BTP impossible. La fonctionnalité enregistrement génère une erreur lorsque les documents/fichiers sont importés.",OD-725,OBCS-414
"Le fichier uploadé se duplique au clic du bouton “plus” dans fichier offre",OD-724,OBCS-413
"Les boutons “détail”, “modification” et “suppression” n’affichent rien au clic dans l’historique offre BTP à cause d’une erreur dans les données enregistrées (le prix n'était pas mentionné).",OD-723,OBCS-412
"Les sélections des lots dans offre BTP ne se déversent pas dans le tableau des choix des biens.",OD-722,OBCS-411
"Corriger les filtres dans programme offre BTP",OD-721,OBCS-410
"Impossible de supprimer un programme offre BTP manuel/automatique",OD-720,OBCS-409
"Apparition et disparition de champs cachés (Prix par m2 et type construction) dans le panel paramètres de génération lors de l'édition d’un programme offre BTP manuel et automatique",OD-719,OBCS-408
"Corriger les pertes de données liées à l'édition d’un programme offre BTP automatique",OD-718,OBCS-407
"Prévoir une génération automatique de lots hétérogènes (dimension différente : pour n lots, on veut n-1 de dimension égale et le dernier sera la différence)",OD-717,OBCS-406
"La fonctionnalité ""fermer"" actualise l'interface de création des opportunités",OD-716,OBCS-435
"Impossible d’enregistrer une opportunité dans une nouvelle base",OD-715,OBCS-434
"Empêcher l'enregistrement des opportunités avec des erreurs : Faire agir le roll back en amont",OD-714,OBCS-433
"Permettre l’assignation d’un produit à plusieurs commerciaux",OD-713,OBCS-431
"Ajouter les fonctionnalités ""Client par commercial"" et ""Ajouter un commercial"" dans le sous-module Pilotage commercial",OD-712,OBCS-430
"Mettre un filtre sur le champ commercial pour n’appeler que les employés ayant la catégorie de commercial",OD-711,OBCS-429
"Supprimer l’espace vide entre zone offre et bouton enregistrement",OD-710,OBCS-405
"Enlever l’option obligatoire sur les champs Position/Concurrence, Caractéristique et Contexte",OD-709,OBCS-404
"Traiter les bugs liés aux photos des contacts",OD-708,OBCS-428
"Supprimer les doublons dans la liste déroulante civilité au niveau du formulaire d'enregistrement d'un prospect",OD-707,OBCS-427
"Adapter le fichier csv d’import des prospects au formulaire d’enregistrement",OD-706,OBCS-426
"Corriger l’erreur empêchant la suppression d’un prospect",OD-705,OBCS-425
"Filtrer l’export des prospects par entité",OD-704,OBCS-424
"Impossible de créer une nouvelle activité dans le paramétrage",OD-703,OBCS-403
"Faire un focus sur le pays de l’entité sur la carte",OD-702,OBCS-402
"La liste déroulante de type pipeline n’est pas vide par défaut et il y’a des doublons",OD-701,OBCS-401
"Fixer les colonnes de tableau dans l’affichage de l’historique des étapes pipeline",OD-697,OBCS-400
"Alignement des soldes opérations vs comptabilité",OD-695,OBCS-585
"Donner la possibilité d’enregistrer les gestes commerciaux en valeur ou en % et Ajouter ID entité",OD-694,OBCS-399
"Prendre le seuil dans la définition des remises",OD-693,OBCS-398
"Stabilisation CRM",OD-690,
"Comptabilité",OD-689,
"Finalisation RH V1",OD-688,
"Débours",OD-687,
"RH V2",OD-686,
"Etats Financiers",OD-685,
"Onglet gestion des projets ""staffing""",OD-671,OBCS-584
"Dashboard Audit projet ""Liste des sous traitant""",OD-670,OBCS-583
"Enregistrement de fiche client impossible",OD-669,OBCS-423
"Impossible de rouvrir une opportunité",OD-668,OBCS-397
"Pour les expressions de besoin, arbitrage, bon de commande, etc… rendre le champ ""Unité"" obligatoire",OD-667,OBCS-582
"Suppression test Effectuer ""Demande de sortie"" - Supprimer toutes les lignes enregistrer (Valider ou pas)",OD-666,OBCS-581
"Pour les Bons de Livraison ; faire apparaître le statut ""Réceptionné"" pour dire que la commande a été vraiment exécutée avant Paiement",OD-665,OBCS-580
"Créer un lien à partir des imputations comptables qui permettent de corriger les opérations (Réimputation)",OD-664,OBCS-579
"Dans le processus de production, les recettes sont définies avec des unités et le grammage doit être respecté.",OD-663,
"Automatisation du contrôle",OD-662,
"Automatiser l'intégration des données comptables",OD-661,
"Automatiser la gestion des utilisateurs",OD-660,
"Intégration Suivi Gonflage des Pneus, Plaquette de Frein, Battérie et Lubrifiant",OD-659,OBCS-578
"RH/Salaire/ Solde de tout compte - Automatisation du calcul du solde de tout compte selon le type de départ.",OD-658,OBCS-577
"Finalisation RH V1 - Recupérer les données des bornes de pointage",OD-656,
"Finalisation RH V1 - Gestion des prêts pour le Sénégal",OD-655,
"Finalisation RH V1 - Gestion des congés (Dashboard, Congés sans soldes/avec soldes) (Checklist à regarder)",OD-654,
"Définition des accès par utilisateurs selon des profils par défaut (selon le poste) et paramétrables",OD-653,
"Module Admin (Gestion des accès par client, Gestion des formules (bundlle) par client)",OD-652,
"Tableau de bord - Landing Page Utilisateur",OD-651,
"Les détails du bordereau de sortie ne s'affichent pas",OD-650,
"Validation multiple de demandes de sortie",OD-649,
"Gestion des processus - Etape 2 (Developpement du moteur de processus)",OD-648,
"Numérisation de la signature des utilisateurs et l'afficher à la fin de la validation des workflows sur les imprimés (bons de commande, devis, documents RH, etc.)",OD-647,
"Modification workflow (Modification de devis et Demande d'achat)",OD-646,
"V2 de la fonctionnalité gestion de trésorerie (automatisation des états de rapprochements bancaires + gestion des arbitrages de tréso prévu ou réalisé)",OD-645,
"Paramétrage des nouveaux impôts BRS",OD-644,
"Revoir le calcul des produits constatés d'avance dans le dashboard",OD-643,OBCS-576
"Importation des imputations à un axe analytique",OD-641,
"Revue des axes analytiques",OD-640,
"Réimputation compta. Analytique",OD-639,
"Corrections Ergonomie CRM (Séparateur de milliers, Ordonner par date le tableau des activités d'une opportunité, Préselectionner le client lorsqu'on veut ajouter un contact dans l'opportunité, Correction des doublons dans la liste des entreprises)",OD-638,
"Implémentation du guide intéractif dans OBC",OD-637,
"Implémentation du chat dans OBC",OD-636,
"Intégration de la technologie OCR",OD-635,
"Automatiser l'intégration des données d'immo.",OD-634,
"Automatiser l'intégration des données RH",OD-633,
"Fixation des bugs liés à l’importation des journaux et autres données",OD-632,
"Optimisation du Process de validation des comptes administrateurs et entreprises",OD-631,
"Création d'un compte Admin Support OBC qui sera utilisé pour assister les clients en cas de bugs causés par eux",OD-630,
"Tableau de bord utilisation client (KPIs utilisation par module)",OD-629,
"Mise en place du système CICD",OD-628,
"Un système de mailing automatique aux prospects dès enregistrement de leur coordonnée",OD-627,OBCS-396
"FIGER LE NOM DE L'ENTITE SUR TOUS LES ONGLETS DE SAISIES ET DE FILTRES",OD-626,OBCS-575
"Récupérer les tiers salariés dans les opérations de paie à générer",OD-625,OBCS-574
"Prime d'ancienneté (Mise à jour des calculs de prime d'ancienneté)",OD-624,OBCS-573
"Permettre l'ajout de fiche de Poste d'un employé",OD-623,OBCS-385
"Afficher le détail des heures d'absence lors de la validation de l’absence",OD-620,OBCS-570
"FIGER LE NOM DE L'ENTITE SUR TOUS LES ONGLETS DE SAISIES ET DE FILTRES",OD-618,OBCS-568
"Créer un lien entre les notes de frais et la gestion du remboursements par la caisse ou autre",OD-617,OBCS-567
"Message d'erreur sur la modification de sous projet",OD-616,OBCS-566
"P1- Créer un workflow de validation des timesheets (heures enregistrées) sur les projets et imputer les heures validées directement au projet en terme de charge",OD-615,OBCS-565
"METTRE LES HEURES SUR LE DETAIL DE LA VALIDATION DE LA DEMANDE D'ABSENCE",OD-614,OBCS-564
"Rajouter un champ par ligne afin de saisir les libellés de chaque virement et non les groupés",OD-613,OBCS-563
"AJOUTER LES CODES PROJETS DANS L'AFFICHAGE DES PROJETS A CHOISIR DANS L'ENREGISTREMENT D'UNE FACTURE",OD-612,OBCS-562
"FIGER LE NOM DE L'ENTITE SUR TOUS LES ONGLETS DE SAISIES ET DE FILTRES",OD-611,OBCS-561
"Modification de facture vente : Conserver l'axe analytique à l'édition d'une facture vente",OD-610,OBCS-560
"V1 - P1 : Permettre la ventilation analytique des opérations de la caisse",OD-609,OBCS-440
"adopter une nomenclature plus simple S-TEL- XXX -2023 – 0001 ( XXX variable selon la nature de la requête ( exemple ACH pour achat , numérotation incrémentée )",OD-608,OBCS-559
"Transmettre le mail de notifications de validateur au responsable hiérarchique du demandeur",OD-607,OBCS-558
"FIGER LE NOM DE L'ENTITE SUR TOUS LES ONGLETS DE SAISIES ET DE FILTRES",OD-606,OBCS-557
"Intégrer Le principe de spécialisation des exercices.",OD-605,OBCS-388
"V1 - P1 : Etablir La liaison des saisies manuelles affectées au projets de l'exercice en cours",OD-604,OBCS-556
"Filtre balance et grand livre comptable",OD-603,OBCS-555
"Intégrer la notion de budget commercial - Budget prévisionnelle a date",OD-601,OBCS-554
"Créer une vue globale des budgets de dépenses pour tous les projets en cours",OD-600,OBCS-553
"Budget prévu réalisé (détails Facturation)",OD-599,OBCS-552
"FIGER LE NOM DE L'ENTITE SUR TOUS LES ONGLETS DE SAISIES ET DE FILTRES - OFFRE",OD-598,OBCS-392
"Corriger les bugs constatés lors du remplissage d'une opportunités : upload fichier , fonctionnalité non accessibles par des utilisateurs , opportunités à saisir simple non modifiable",OD-597,OBCS-432
"Affichage de photo dans le formulaire gestion des contacts",OD-596,OBCS-395
"Erreur sur dashboard analytique CRM",OD-595,OBCS-391
"Mettre une passerelle entre la fiche contact et la fiche prospect et fiche client permettant de visualiser tous les contact sur un prospect et client",OD-594,OBCS-551
"Corriger la lenteur constatée sur les fonctionnalités du module CRM",OD-593,OBCS-390
"Possibilité de modifier le nom d'une opportunité et la périodicité de paiement",OD-591,OBCS-550
"Possibilité d'envoyer une notification incluant les tâches attribuées à un commercial",OD-590,OBCS-389
"Impossible d'afficher un projet sur le dashboard audit projet à partir de la 2em page",OD-589,OBCS-549
"Le montant des factures import sont recupéré en dollard au lieu du FCFA",OD-588,OBCS-548
"V1 - Impacter le réalisé du projet par la sortie du stock sur les projets",OD-587,OBCS-547
"Au règlement le montant de la facture achat import s'affiche en dollard au lieu du FCFA",OD-586,OBCS-546
"Possibilité de ratacher une retenue sur avance à plusieur avance encaissées",OD-585,OBCS-545
"A l'édition du suivi de stock, la collonne sortie marque zéro sur tous les articles malgré les sorties éffectuées",OD-583,OBCS-544
"Impacter directement le stock à l'enregistrement de la facture achat requête pour un prospect.",OD-582,OBCS-543
"Afficher dans l'h'istorique les natures de prestations avec leur postes comptable",OD-581,OBCS-542
"Impossible d'ajouter plusieurs épouses sur l'espace employé d'un salarié ayant plusieurs épouses",OD-580,OBCS-541
"Paramétrage et développement de la fonctionnalité Paiement par lettre de crédit et billet à ordre, traite et lettre d'échéance.",OD-579,OBCS-540
"V1 : Lier les factures clients aux sorties de stocks, stock disponible à faire apparaitre",OD-578,OBCS-539
"Intégration des documents de paie Cameroun",OD-577,
"Intégration des documents de paie Bénin",OD-576,
"Optimisation du paramétrage paie (secteur activité, classification)",OD-573,
"RH V2 - Recrutement",OD-572,
"Intégration données + calcul paie autres pays (Togo) + Documents",OD-571,
"Intégration données + calcul paie autres pays (Burkina Faso) + Documents",OD-570,
"RH V2 - Gestion de carrière",OD-569,
"RH V2 - Formation (offre,calendrier, planing, execution, résultat, lien avec portail employé)",OD-568,
"RH V2 - Evaluation (form, critères, notations)",OD-567,
"Gestion des dettes (traite, affacturage, avance sur marché etc…)",OD-566,
"Gestion des engagements (dette fournisseurs, point des sous traitants, facturation)",OD-565,
"Gestion des workflows V2",OD-564,
"Tableau de bord des workflows",OD-563,
"Tableau de bord V2 : métriques à intégrer",OD-562,
"Gestion des accès aux modules (sous modules et fonctionnalité)",OD-561,
"Test API PayLink, UBA, Square & Développement des interfaces de paiement",OD-560,
